,Original Circuit,Original Circuit QASM,Qubit Count,Original Gate Count,Original Depth,H_0,S_0,CX_0,Optimized Circuit,Optimized Circuit QASM,Optimized Gate Count,Optimized Depth,H_Opt,S_Opt,CX_Opt,Time,% Gate Count Reduction,% Depth Reduction,% H Reduction,% S Reduction,% CX Reduction
147,"     ┌───┐          ┌───┐┌───┐┌───┐┌───┐┌───┐┌───┐
q_0: ┤ X ├──────────┤ X ├┤ H ├┤ S ├┤ X ├┤ S ├┤ S ├
     └─┬─┘┌───┐┌───┐└─┬─┘├───┤├───┤└─┬─┘├───┤└───┘
q_1: ──■──┤ S ├┤ H ├──■──┤ S ├┤ S ├──■──┤ H ├─────
          └───┘└───┘     └───┘└───┘     └───┘     ","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
cx q[1],q[0];
s q[1];
h q[1];
cx q[1],q[0];
h q[0];
s q[0];
s q[1];
s q[1];
cx q[1],q[0];
h q[1];
s q[0];
s q[0];",2,12,9,3,6,3,"     ┌───┐┌───┐┌───┐     ┌───┐     ┌───┐
q_0: ┤ H ├┤ S ├┤ S ├──■──┤ H ├──■──┤ H ├
     └───┘└───┘└───┘┌─┴─┐├───┤┌─┴─┐└───┘
q_1: ───────────────┤ X ├┤ S ├┤ X ├─────
                    └───┘└───┘└───┘     ","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
h q[0];
s q[0];
s q[0];
cx q[0],q[1];
h q[0];
s q[1];
cx q[0],q[1];
h q[0];",8,7,3,3,2,0.0481259822845459,33.333333333333336,22.22222222222222,0.0,50.0,33.333333333333336
148,"     ┌───┐┌───┐     ┌───┐┌───┐┌───┐     ┌───┐┌───┐
q_0: ┤ S ├┤ S ├──■──┤ H ├┤ S ├┤ X ├──■──┤ H ├┤ S ├
     └───┘└───┘┌─┴─┐├───┤└───┘└─┬─┘┌─┴─┐├───┤├───┤
q_1: ──────────┤ X ├┤ S ├───────■──┤ X ├┤ S ├┤ H ├
               └───┘└───┘          └───┘└───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
s q[0];
s q[0];
cx q[0],q[1];
h q[0];
s q[0];
s q[1];
cx q[1],q[0];
cx q[0],q[1];
h q[0];
s q[0];
s q[1];
h q[1];",2,12,9,3,6,3,"     ┌───┐┌───┐┌───┐┌───┐┌───┐┌───┐┌───┐
q_0: ┤ H ├┤ S ├┤ S ├┤ H ├┤ S ├┤ S ├┤ X ├
     ├───┤├───┤├───┤└───┘└───┘└───┘└─┬─┘
q_1: ┤ H ├┤ S ├┤ H ├─────────────────■──
     └───┘└───┘└───┘                    ","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
h q[0];
h q[1];
s q[0];
s q[0];
h q[0];
s q[0];
s q[0];
s q[1];
h q[1];
cx q[1],q[0];",10,7,4,5,1,0.059613943099975586,16.666666666666668,22.22222222222222,-33.333333333333336,16.666666666666668,66.66666666666667
149,"     ┌───┐┌───┐┌───┐┌───┐┌───┐          
q_0: ┤ H ├┤ S ├┤ S ├┤ H ├┤ S ├───────■──
     ├───┤├───┤├───┤├───┤├───┤┌───┐┌─┴─┐
q_1: ┤ H ├┤ S ├┤ S ├┤ H ├┤ H ├┤ H ├┤ X ├
     └───┘└───┘└───┘└───┘└───┘└───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
h q[1];
h q[0];
s q[1];
s q[1];
h q[1];
h q[1];
s q[0];
h q[1];
s q[0];
h q[0];
s q[0];
cx q[0],q[1];",2,12,7,6,5,1,"          ┌───┐┌───┐┌───┐┌───┐┌───┐
q_0: ──■──┤ H ├┤ S ├┤ S ├┤ H ├┤ S ├
     ┌─┴─┐└───┘└───┘└───┘└───┘└───┘
q_1: ┤ X ├─────────────────────────
     └───┘                         ","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
cx q[0],q[1];
h q[0];
s q[0];
s q[0];
h q[0];
s q[0];",6,6,2,3,1,0.04851388931274414,50.0,14.285714285714286,66.66666666666667,40.0,0.0
150,"     ┌───┐┌───┐     ┌───┐┌───┐     ┌───┐┌───┐          
q_0: ┤ S ├┤ X ├─────┤ X ├┤ X ├──■──┤ H ├┤ S ├──────────
     └───┘└─┬─┘┌───┐└─┬─┘└─┬─┘┌─┴─┐├───┤├───┤┌───┐┌───┐
q_1: ───────■──┤ S ├──■────■──┤ X ├┤ S ├┤ S ├┤ H ├┤ S ├
               └───┘          └───┘└───┘└───┘└───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
s q[0];
cx q[1],q[0];
s q[1];
cx q[1],q[0];
cx q[1],q[0];
cx q[0],q[1];
s q[1];
h q[0];
s q[1];
h q[1];
s q[1];
s q[0];",2,12,10,2,6,4,"     ┌───┐┌───┐┌───┐               ┌───┐
q_0: ┤ S ├┤ S ├┤ X ├────────────■──┤ H ├
     ├───┤└───┘└─┬─┘┌───┐┌───┐┌─┴─┐└───┘
q_1: ┤ H ├───────■──┤ H ├┤ S ├┤ X ├─────
     └───┘          └───┘└───┘└───┘     ","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
h q[1];
s q[0];
s q[0];
cx q[1],q[0];
h q[1];
s q[1];
cx q[0],q[1];
h q[0];",8,7,3,3,2,0.05496406555175781,33.333333333333336,30.0,-50.0,50.0,50.0
151,"                    ┌───┐┌───┐┌───┐┌───┐┌───┐     ┌───┐┌───┐
q_0: ───────■───────┤ X ├┤ S ├┤ H ├┤ S ├┤ H ├──■──┤ H ├┤ S ├
     ┌───┐┌─┴─┐┌───┐└─┬─┘├───┤└───┘└───┘└───┘┌─┴─┐└───┘└───┘
q_1: ┤ H ├┤ X ├┤ S ├──■──┤ S ├───────────────┤ X ├──────────
     └───┘└───┘└───┘     └───┘               └───┘          ","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
h q[1];
cx q[0],q[1];
s q[1];
cx q[1],q[0];
s q[0];
h q[0];
s q[0];
h q[0];
s q[1];
cx q[0],q[1];
h q[0];
s q[0];",2,12,11,4,5,3,"     ┌───┐┌───┐┌───┐┌───┐               ┌───┐
q_0: ┤ H ├┤ S ├┤ S ├┤ X ├────────────■──┤ H ├
     ├───┤└───┘└───┘└─┬─┘┌───┐┌───┐┌─┴─┐├───┤
q_1: ┤ H ├────────────■──┤ H ├┤ S ├┤ X ├┤ S ├
     └───┘               └───┘└───┘└───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
h q[0];
h q[1];
s q[0];
s q[0];
cx q[1],q[0];
h q[1];
s q[1];
cx q[0],q[1];
h q[0];
s q[1];",10,8,4,4,2,0.05872321128845215,16.666666666666668,27.272727272727273,0.0,20.0,33.333333333333336
152,"          ┌───┐     ┌───┐┌───┐┌───┐     ┌───┐┌───┐
q_0: ──■──┤ H ├──■──┤ S ├┤ S ├┤ S ├──■──┤ H ├┤ H ├
     ┌─┴─┐└───┘┌─┴─┐├───┤├───┤└───┘┌─┴─┐├───┤└───┘
q_1: ┤ X ├─────┤ X ├┤ S ├┤ H ├─────┤ X ├┤ S ├─────
     └───┘     └───┘└───┘└───┘     └───┘└───┘     ","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
cx q[0],q[1];
h q[0];
cx q[0],q[1];
s q[1];
s q[0];
s q[0];
s q[0];
h q[1];
cx q[0],q[1];
s q[1];
h q[0];
h q[0];",2,12,9,4,5,3,"     ┌───┐┌───┐┌───┐┌───┐          
q_0: ┤ H ├┤ S ├┤ S ├┤ X ├──■───────
     ├───┤├───┤└───┘└─┬─┘┌─┴─┐┌───┐
q_1: ┤ H ├┤ S ├───────■──┤ X ├┤ H ├
     └───┘└───┘          └───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
h q[0];
h q[1];
s q[0];
s q[0];
s q[1];
cx q[1],q[0];
cx q[0],q[1];
h q[1];",8,6,3,3,2,0.05202913284301758,33.333333333333336,33.333333333333336,25.0,40.0,33.333333333333336
153,"          ┌───┐┌───┐┌───┐┌───┐┌───┐┌───┐     
q_0: ──■──┤ X ├┤ H ├┤ H ├┤ S ├┤ X ├┤ H ├─────
     ┌─┴─┐└─┬─┘├───┤├───┤├───┤└─┬─┘├───┤┌───┐
q_1: ┤ X ├──■──┤ S ├┤ H ├┤ H ├──■──┤ S ├┤ S ├
     └───┘     └───┘└───┘└───┘     └───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
cx q[0],q[1];
cx q[1],q[0];
s q[1];
h q[0];
h q[0];
h q[1];
h q[1];
s q[0];
cx q[1],q[0];
s q[1];
h q[0];
s q[1];",2,12,8,5,4,3,"     ┌───┐     ┌───┐┌───┐
q_0: ┤ S ├──■──┤ H ├┤ X ├
     └───┘┌─┴─┐└───┘└─┬─┘
q_1: ─────┤ X ├───────■──
          └───┘          ","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
s q[0];
cx q[0],q[1];
h q[0];
cx q[1],q[0];",4,4,1,1,2,0.03822803497314453,66.66666666666667,50.0,80.0,75.0,33.333333333333336
154,"               ┌───┐┌───┐┌───┐┌───┐          ┌───┐          
q_0: ──────────┤ X ├┤ X ├┤ S ├┤ H ├──■────■──┤ S ├──■────■──
     ┌───┐┌───┐└─┬─┘└─┬─┘└───┘└───┘┌─┴─┐┌─┴─┐├───┤┌─┴─┐┌─┴─┐
q_1: ┤ S ├┤ H ├──■────■────────────┤ X ├┤ X ├┤ S ├┤ X ├┤ X ├
     └───┘└───┘                    └───┘└───┘└───┘└───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
s q[1];
h q[1];
cx q[1],q[0];
cx q[1],q[0];
s q[0];
h q[0];
cx q[0],q[1];
cx q[0],q[1];
s q[1];
s q[0];
cx q[0],q[1];
cx q[0],q[1];",2,12,11,2,4,6,"     ┌───┐┌───┐┌───┐
q_0: ┤ S ├┤ H ├┤ S ├
     ├───┤├───┤├───┤
q_1: ┤ S ├┤ H ├┤ S ├
     └───┘└───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
s q[0];
h q[0];
s q[0];
s q[1];
h q[1];
s q[1];",6,3,2,4,0,0.04103875160217285,50.0,72.72727272727273,0.0,0.0,100.0
155,"               ┌───┐┌───┐┌───┐                    
q_0: ───────■──┤ H ├┤ S ├┤ H ├────────────────────
     ┌───┐┌─┴─┐├───┤├───┤├───┤┌───┐┌───┐┌───┐┌───┐
q_1: ┤ H ├┤ X ├┤ H ├┤ S ├┤ H ├┤ H ├┤ H ├┤ H ├┤ S ├
     └───┘└───┘└───┘└───┘└───┘└───┘└───┘└───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
h q[1];
cx q[0],q[1];
h q[1];
h q[0];
s q[0];
h q[0];
s q[1];
h q[1];
h q[1];
h q[1];
h q[1];
s q[1];",2,12,9,8,3,1,"     ┌───┐┌───┐┌───┐┌───┐┌───┐
q_0: ┤ H ├┤ S ├┤ X ├┤ H ├┤ X ├
     ├───┤└───┘└─┬─┘└───┘└─┬─┘
q_1: ┤ S ├───────■─────────■──
     └───┘                    ","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
h q[0];
s q[0];
s q[1];
cx q[1],q[0];
h q[0];
cx q[1],q[0];",6,5,2,2,2,0.07448816299438477,50.0,44.44444444444444,75.0,33.333333333333336,-100.0
156,"     ┌───┐┌───┐     ┌───┐     ┌───┐┌───┐┌───┐┌───┐┌───┐┌───┐
q_0: ┤ X ├┤ S ├──■──┤ S ├──■──┤ S ├┤ X ├┤ H ├┤ H ├┤ X ├┤ H ├
     └─┬─┘└───┘┌─┴─┐└───┘┌─┴─┐└───┘└─┬─┘├───┤└───┘└─┬─┘└───┘
q_1: ──■───────┤ X ├─────┤ X ├───────■──┤ H ├───────■───────
               └───┘     └───┘          └───┘               ","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
cx q[1],q[0];
s q[0];
cx q[0],q[1];
s q[0];
cx q[0],q[1];
s q[0];
cx q[1],q[0];
h q[0];
h q[1];
h q[0];
cx q[1],q[0];
h q[0];",2,12,11,4,3,5,"                         ┌───┐               
q_0: ──■──────────────■──┤ H ├──■────────────
     ┌─┴─┐┌───┐┌───┐┌─┴─┐└───┘┌─┴─┐┌───┐┌───┐
q_1: ┤ X ├┤ H ├┤ S ├┤ X ├─────┤ X ├┤ H ├┤ S ├
     └───┘└───┘└───┘└───┘     └───┘└───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
cx q[0],q[1];
h q[1];
s q[1];
cx q[0],q[1];
h q[0];
cx q[0],q[1];
h q[1];
s q[1];",8,8,3,2,3,0.05482006072998047,33.333333333333336,27.272727272727273,25.0,33.333333333333336,40.0
157,"     ┌───┐┌───┐┌───┐     ┌───┐┌───┐┌───┐
q_0: ┤ H ├┤ S ├┤ S ├──■──┤ S ├┤ X ├┤ H ├
     ├───┤├───┤├───┤┌─┴─┐├───┤└─┬─┘├───┤
q_1: ┤ S ├┤ H ├┤ H ├┤ X ├┤ S ├──■──┤ S ├
     └───┘└───┘└───┘└───┘└───┘     └───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
h q[0];
s q[1];
h q[1];
h q[1];
s q[0];
s q[0];
cx q[0],q[1];
s q[0];
s q[1];
cx q[1],q[0];
h q[0];
s q[1];",2,12,7,4,6,2,"     ┌───┐          ┌───┐┌───┐┌───┐
q_0: ┤ H ├──■───────┤ X ├┤ H ├┤ X ├
     └───┘┌─┴─┐┌───┐└─┬─┘└───┘└─┬─┘
q_1: ─────┤ X ├┤ S ├──■─────────■──
          └───┘└───┘               ","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
h q[0];
cx q[0],q[1];
s q[1];
cx q[1],q[0];
h q[0];
cx q[1],q[0];",6,6,2,1,3,0.04067206382751465,50.0,14.285714285714286,50.0,83.33333333333333,-50.0
158,"          ┌───┐┌───┐┌───┐┌───┐┌───┐               
q_0: ──■──┤ X ├┤ X ├┤ H ├┤ H ├┤ S ├───────────────
     ┌─┴─┐└─┬─┘└─┬─┘├───┤├───┤├───┤┌───┐┌───┐┌───┐
q_1: ┤ X ├──■────■──┤ H ├┤ H ├┤ H ├┤ H ├┤ S ├┤ S ├
     └───┘          └───┘└───┘└───┘└───┘└───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
cx q[0],q[1];
cx q[1],q[0];
cx q[1],q[0];
h q[1];
h q[1];
h q[1];
h q[1];
h q[0];
s q[1];
s q[1];
h q[0];
s q[0];",2,12,9,6,3,3,"     ┌───┐               
q_0: ┤ S ├──■────────────
     └───┘┌─┴─┐┌───┐┌───┐
q_1: ─────┤ X ├┤ S ├┤ S ├
          └───┘└───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
s q[0];
cx q[0],q[1];
s q[1];
s q[1];",4,4,0,3,1,0.038800954818725586,66.66666666666667,55.55555555555556,100.0,0.0,66.66666666666667
159,"               ┌───┐┌───┐┌───┐┌───┐┌───┐┌───┐
q_0: ──■────■──┤ H ├┤ S ├┤ X ├┤ S ├┤ H ├┤ X ├
     ┌─┴─┐┌─┴─┐├───┤├───┤└─┬─┘├───┤├───┤└─┬─┘
q_1: ┤ X ├┤ X ├┤ H ├┤ S ├──■──┤ H ├┤ H ├──■──
     └───┘└───┘└───┘└───┘     └───┘└───┘     ","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
cx q[0],q[1];
cx q[0],q[1];
h q[0];
h q[1];
s q[0];
s q[1];
cx q[1],q[0];
h q[1];
s q[0];
h q[0];
h q[1];
cx q[1],q[0];",2,12,8,5,3,4,"     ┌───┐┌───┐┌───┐┌───┐┌───┐
q_0: ┤ H ├┤ S ├┤ S ├┤ X ├┤ H ├
     ├───┤└───┘└───┘└─┬─┘└───┘
q_1: ┤ H ├────────────■───────
     └───┘                    ","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
h q[0];
h q[1];
s q[0];
s q[0];
cx q[1],q[0];
h q[0];",6,5,3,2,1,0.03899216651916504,50.0,37.5,40.0,33.333333333333336,75.0
160,"     ┌───┐     ┌───┐┌───┐          ┌───┐┌───┐     ┌───┐     
q_0: ┤ S ├──■──┤ X ├┤ H ├───────■──┤ H ├┤ X ├──■──┤ H ├─────
     └───┘┌─┴─┐└─┬─┘├───┤┌───┐┌─┴─┐└───┘└─┬─┘┌─┴─┐├───┤┌───┐
q_1: ─────┤ X ├──■──┤ H ├┤ H ├┤ X ├───────■──┤ X ├┤ H ├┤ H ├
          └───┘     └───┘└───┘└───┘          └───┘└───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
s q[0];
cx q[0],q[1];
cx q[1],q[0];
h q[1];
h q[1];
h q[0];
cx q[0],q[1];
h q[0];
cx q[1],q[0];
cx q[0],q[1];
h q[1];
h q[1];
h q[0];",2,13,11,7,1,5,"     ┌───┐┌───┐┌───┐┌───┐     
q_0: ┤ S ├┤ H ├┤ S ├┤ S ├──■──
     └───┘└───┘└───┘└───┘┌─┴─┐
q_1: ────────────────────┤ X ├
                         └───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
s q[0];
h q[0];
s q[0];
s q[0];
cx q[0],q[1];",5,5,1,3,1,0.03973197937011719,61.53846153846154,54.54545454545455,85.71428571428571,-200.0,80.0
161,"     ┌───┐┌───┐┌───┐┌───┐┌───┐     ┌───┐┌───┐┌───┐          ┌───┐
q_0: ┤ H ├┤ H ├┤ S ├┤ H ├┤ X ├─────┤ X ├┤ H ├┤ S ├──■────■──┤ S ├
     └───┘└───┘└───┘└───┘└─┬─┘┌───┐└─┬─┘├───┤└───┘┌─┴─┐┌─┴─┐└───┘
q_1: ──────────────────────■──┤ S ├──■──┤ H ├─────┤ X ├┤ X ├─────
                              └───┘     └───┘     └───┘└───┘     ","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
h q[0];
h q[0];
s q[0];
h q[0];
cx q[1],q[0];
s q[1];
cx q[1],q[0];
h q[0];
s q[0];
h q[1];
cx q[0],q[1];
cx q[0],q[1];
s q[0];",2,13,12,5,4,4,"     ┌───┐┌───┐┌───┐
q_0: ┤ S ├┤ S ├┤ S ├
     ├───┤├───┤└───┘
q_1: ┤ S ├┤ H ├─────
     └───┘└───┘     ","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
s q[0];
s q[0];
s q[0];
s q[1];
h q[1];",5,3,1,4,0,0.03888893127441406,61.53846153846154,75.0,80.0,0.0,100.0
162,"     ┌───┐┌───┐┌───┐┌───┐┌───┐     ┌───┐          ┌───┐
q_0: ┤ X ├┤ S ├┤ H ├┤ H ├┤ H ├──■──┤ S ├──■────■──┤ S ├
     └─┬─┘├───┤├───┤└───┘└───┘┌─┴─┐└───┘┌─┴─┐┌─┴─┐├───┤
q_1: ──■──┤ H ├┤ S ├──────────┤ X ├─────┤ X ├┤ X ├┤ H ├
          └───┘└───┘          └───┘     └───┘└───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
cx q[1],q[0];
s q[0];
h q[0];
h q[0];
h q[0];
h q[1];
s q[1];
cx q[0],q[1];
s q[0];
cx q[0],q[1];
cx q[0],q[1];
h q[1];
s q[0];",2,13,10,5,4,4,"     ┌───┐                    ┌───┐┌───┐          
q_0: ┤ H ├──■──────────────■──┤ H ├┤ S ├──■───────
     └───┘┌─┴─┐┌───┐┌───┐┌─┴─┐└───┘└───┘┌─┴─┐┌───┐
q_1: ─────┤ X ├┤ H ├┤ S ├┤ X ├──────────┤ X ├┤ H ├
          └───┘└───┘└───┘└───┘          └───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
h q[0];
cx q[0],q[1];
h q[1];
s q[1];
cx q[0],q[1];
h q[0];
s q[0];
cx q[0],q[1];
h q[1];",9,9,4,2,3,0.054058074951171875,30.76923076923077,10.0,20.0,50.0,25.0
163,"     ┌───┐          ┌───┐                    ┌───┐┌───┐     
q_0: ┤ S ├──────────┤ X ├────────────■────■──┤ X ├┤ H ├─────
     ├───┤┌───┐┌───┐└─┬─┘┌───┐┌───┐┌─┴─┐┌─┴─┐└─┬─┘├───┤┌───┐
q_1: ┤ H ├┤ S ├┤ H ├──■──┤ H ├┤ H ├┤ X ├┤ X ├──■──┤ H ├┤ S ├
     └───┘└───┘└───┘     └───┘└───┘└───┘└───┘     └───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
h q[1];
s q[1];
h q[1];
s q[0];
cx q[1],q[0];
h q[1];
h q[1];
cx q[0],q[1];
cx q[0],q[1];
cx q[1],q[0];
h q[1];
h q[0];
s q[1];",2,13,11,6,3,4,"     ┌───┐┌───┐     
q_0: ┤ S ├┤ H ├─────
     ├───┤├───┤┌───┐
q_1: ┤ H ├┤ S ├┤ S ├
     └───┘└───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
h q[1];
s q[0];
h q[0];
s q[1];
s q[1];",5,3,2,3,0,0.038169145584106445,61.53846153846154,72.72727272727273,66.66666666666667,0.0,100.0
164,"     ┌───┐┌───┐┌───┐┌───┐     ┌───┐┌───┐┌───┐┌───┐┌───┐     ┌───┐     
q_0: ┤ S ├┤ H ├┤ S ├┤ H ├──■──┤ H ├┤ X ├┤ H ├┤ X ├┤ X ├─────┤ X ├──■──
     └───┘└───┘└───┘└───┘┌─┴─┐└───┘└─┬─┘└───┘└─┬─┘└─┬─┘┌───┐└─┬─┘┌─┴─┐
q_1: ────────────────────┤ X ├───────■─────────■────■──┤ S ├──■──┤ X ├
                         └───┘                         └───┘     └───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
s q[0];
h q[0];
s q[0];
h q[0];
cx q[0],q[1];
h q[0];
cx q[1],q[0];
h q[0];
cx q[1],q[0];
cx q[1],q[0];
s q[1];
cx q[1],q[0];
cx q[0],q[1];",2,13,13,4,3,6,"     ┌───┐┌───┐┌───┐     ┌───┐     
q_0: ┤ H ├┤ S ├┤ S ├──■──┤ X ├──■──
     ├───┤└───┘└───┘┌─┴─┐└─┬─┘┌─┴─┐
q_1: ┤ S ├──────────┤ X ├──■──┤ X ├
     └───┘          └───┘     └───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
h q[0];
s q[0];
s q[0];
s q[1];
cx q[0],q[1];
cx q[1],q[0];
cx q[0],q[1];",7,6,1,3,3,0.047621726989746094,46.15384615384615,53.84615384615385,75.0,0.0,50.0
165,"     ┌───┐┌───┐┌───┐     ┌───┐┌───┐┌───┐┌───┐┌───┐          
q_0: ┤ X ├┤ H ├┤ H ├──■──┤ S ├┤ H ├┤ S ├┤ S ├┤ X ├──────────
     └─┬─┘└───┘└───┘┌─┴─┐├───┤├───┤└───┘└───┘└─┬─┘┌───┐┌───┐
q_1: ──■────────────┤ X ├┤ H ├┤ S ├────────────■──┤ H ├┤ H ├
                    └───┘└───┘└───┘               └───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
cx q[1],q[0];
h q[0];
h q[0];
cx q[0],q[1];
s q[0];
h q[1];
h q[0];
s q[1];
s q[0];
s q[0];
cx q[1],q[0];
h q[1];
h q[1];",2,13,11,6,4,3,"                    ┌───┐     ┌───┐┌───┐
q_0: ───────────────┤ X ├─────┤ X ├┤ S ├
     ┌───┐┌───┐┌───┐└─┬─┘┌───┐└─┬─┘└───┘
q_1: ┤ S ├┤ H ├┤ S ├──■──┤ H ├──■───────
     └───┘└───┘└───┘     └───┘          ","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
s q[1];
h q[1];
s q[1];
cx q[1],q[0];
h q[1];
cx q[1],q[0];
s q[0];",7,7,2,3,2,0.05119490623474121,46.15384615384615,36.36363636363637,66.66666666666667,25.0,33.333333333333336
166,"                    ┌───┐┌───┐┌───┐     ┌───┐          
q_0: ────────────■──┤ S ├┤ H ├┤ H ├─────┤ X ├──────────
     ┌───┐┌───┐┌─┴─┐├───┤├───┤├───┤┌───┐└─┬─┘┌───┐┌───┐
q_1: ┤ H ├┤ S ├┤ X ├┤ H ├┤ H ├┤ S ├┤ H ├──■──┤ S ├┤ H ├
     └───┘└───┘└───┘└───┘└───┘└───┘└───┘     └───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
h q[1];
s q[1];
cx q[0],q[1];
h q[1];
s q[0];
h q[1];
h q[0];
h q[0];
s q[1];
h q[1];
cx q[1],q[0];
s q[1];
h q[1];",2,13,10,7,4,2,"     ┌───┐┌───┐     ┌───┐     ┌───┐┌───┐
q_0: ┤ S ├┤ H ├─────┤ X ├──■──┤ H ├┤ S ├
     ├───┤├───┤┌───┐└─┬─┘┌─┴─┐└───┘└───┘
q_1: ┤ H ├┤ S ├┤ S ├──■──┤ X ├──────────
     └───┘└───┘└───┘     └───┘          ","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
h q[1];
s q[0];
h q[0];
s q[1];
s q[1];
cx q[1],q[0];
cx q[0],q[1];
h q[0];
s q[0];",9,7,3,4,2,0.054556846618652344,30.76923076923077,30.0,57.142857142857146,0.0,0.0
167,"     ┌───┐     ┌───┐┌───┐┌───┐     ┌───┐┌───┐┌───┐┌───┐          
q_0: ┤ H ├──■──┤ X ├┤ X ├┤ X ├─────┤ X ├┤ S ├┤ S ├┤ X ├──────────
     ├───┤┌─┴─┐└─┬─┘└─┬─┘└─┬─┘┌───┐└─┬─┘└───┘└───┘└─┬─┘┌───┐┌───┐
q_1: ┤ H ├┤ X ├──■────■────■──┤ H ├──■──────────────■──┤ H ├┤ S ├
     └───┘└───┘               └───┘                    └───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
h q[0];
h q[1];
cx q[0],q[1];
cx q[1],q[0];
cx q[1],q[0];
cx q[1],q[0];
h q[1];
cx q[1],q[0];
s q[0];
s q[0];
cx q[1],q[0];
h q[1];
s q[1];",2,13,12,4,3,6,"     ┌───┐┌───┐┌───┐┌───┐          ┌───┐     
q_0: ┤ S ├┤ H ├┤ S ├┤ S ├──■───────┤ X ├─────
     ├───┤└───┘└───┘└───┘┌─┴─┐┌───┐└─┬─┘┌───┐
q_1: ┤ H ├───────────────┤ X ├┤ S ├──■──┤ H ├
     └───┘               └───┘└───┘     └───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
h q[1];
s q[0];
h q[0];
s q[0];
s q[0];
cx q[0],q[1];
s q[1];
cx q[1],q[0];
h q[1];",9,8,3,4,2,0.05654716491699219,30.76923076923077,33.333333333333336,25.0,-33.333333333333336,66.66666666666667
